,EXT1,EXT2,EXT3,EXT4,EXT5,EXT6,EXT7,EXT8,EXT9,EXT10,EST1,EST2,EST3,EST4,EST5,EST6,EST7,EST8,EST9,EST10,AGR1,AGR2,AGR3,AGR4,AGR5,AGR6,AGR7,AGR8,AGR9,AGR10,CSN1,CSN2,CSN3,CSN4,CSN5,CSN6,CSN7,CSN8,CSN9,CSN10,OPN1,OPN2,OPN3,OPN4,OPN5,OPN6,OPN7,OPN8,OPN9,OPN10
78,2,2,2,4,3,2,1,4,4,5,1,3,3,5,2,1.0,4.0,3.0,4.0,1.0,5.0,2.0,4.0,1.0,3.0,1.0,4.0,2.0,1.0,2.0,1.0,5.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,4.0,5.0,1.0,3.0,1.0,4.0,1.0,4.0,5.0,5.0,4.0
79,3,2,5,3,4,2,4,3,3,3,2,3,4,2,3,3.0,5.0,5.0,2.0,3.0,1.0,4.0,1.0,5.0,2.0,5.0,1.0,3.0,4.0,4.0,3.0,1.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,4.0,3.0,4.0,5.0,3.0,3.0,1.0,5.0,2.0,4.0,3.0
80,4,1,5,2,5,1,4,2,4,2,2,4,3,3,2,3.0,3.0,1.0,3.0,2.0,1.0,0.0,2.0,5.0,2.0,3.0,1.0,5.0,5.0,4.0,4.0,2.0,5.0,2.0,3.0,2.0,5.0,2.0,3.0,4.0,5.0,1.0,5.0,1.0,4.0,1.0,5.0,5.0,4.0,4.0
81,3,1,5,2,5,1,4,3,4,1,4,3,4,1,4,4.0,3.0,3.0,5.0,4.0,2.0,4.0,5.0,2.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,1.0,2.0,3.0,4.0,5.0,2.0,5.0,3.0,3.0,4.0,4.0,2.0,3.0
82,4,2,3,3,4,2,4,2,4,4,3,4,5,3,4,4.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,2.0,5.0,1.0,3.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0
83,1,5,1,5,1,5,1,5,1,5,3,1,5,1,1,1.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,5.0,5.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0
84,4,3,3,3,4,1,3,3,4,5,5,2,5,4,5,4.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,2.0,5.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,1.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,5.0,5.0
85,4,1,5,2,4,1,4,4,2,3,2,4,3,4,2,2.0,2.0,2.0,1.0,2.0,4.0,5.0,1.0,4.0,1.0,3.0,1.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,5.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0
86,2,4,2,5,1,2,2,4,2,5,2,2,5,2,4,1.0,4.0,3.0,3.0,4.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,2.0,5.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,5.0,2.0,5.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0
87,4,1,5,1,5,1,4,2,4,2,4,3,4,4,3,1.0,3.0,4.0,5.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,5.0,2.0,2.0,4.0,2.0,3.0,3.0,5.0
88,3,2,3,2,4,2,3,4,2,1,4,3,4,3,3,3.0,2.0,2.0,4.0,1.0,5.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,1.0,4.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,5.0,3.0,2.0,3.0
89,4,1,4,4,5,1,5,1,5,2,2,3,3,4,1,1.0,3.0,1.0,2.0,1.0,1.0,5.0,1.0,5.0,1.0,4.0,2.0,4.0,4.0,5.0,5.0,4.0,5.0,1.0,4.0,2.0,4.0,1.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0
90,3,3,5,3,5,2,3,3,4,3,2,3,3,3,3,3.0,3.0,1.0,3.0,3.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,5.0,4.0,4.0,4.0,5.0,2.0,3.0,2.0,1.0,5.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,3.0,4.0,3.0,1.0,3.0,3.0
91,4,1,2,2,4,1,3,2,4,5,4,2,4,1,4,4.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,4.0,2.0,5.0,2.0,3.0,5.0,4.0,4.0,2.0,4.0,2.0,1.0,1.0,5.0,2.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,1.0,5.0,4.0,5.0,4.0
92,2,4,4,5,3,4,1,5,2,5,4,4,4,2,4,4.0,2.0,2.0,2.0,4.0,4.0,2.0,1.0,4.0,2.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,5.0,2.0,4.0,1.0,4.0,2.0,4.0,5.0,5.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0
93,2,2,4,3,5,3,4,3,4,3,3,3,4,4,3,4.0,0.0,3.0,5.0,3.0,3.0,4.0,3.0,5.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0
94,1,4,3,4,3,3,2,4,2,4,3,3,4,2,3,4.0,4.0,4.0,2.0,4.0,4.0,4.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,1.0,4.0,3.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,1.0,4.0,2.0
95,3,2,3,2,4,2,4,3,4,3,4,2,5,2,3,4.0,4.0,3.0,5.0,2.0,1.0,4.0,4.0,4.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,2.0,5.0,2.0,4.0,1.0,5.0,1.0,5.0,4.0,5.0,2.0,4.0,1.0,3.0,2.0,5.0,4.0,5.0,5.0
96,1,1,5,1,5,1,1,1,1,2,4,4,4,3,1,1.0,4.0,4.0,1.0,3.0,1.0,5.0,4.0,5.0,1.0,4.0,1.0,4.0,5.0,5.0,1.0,4.0,4.0,5.0,1.0,5.0,1.0,3.0,3.0,3.0,3.0,2.0,5.0,1.0,5.0,1.0,5.0,4.0,4.0,3.0
97,4,3,5,2,5,1,4,3,4,3,5,3,5,2,4,4.0,2.0,2.0,4.0,5.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,1.0,5.0,4.0,4.0,2.0,5.0,5.0,1.0,4.0,4.0,2.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0
98,3,4,2,2,3,2,2,3,1,3,4,3,5,1,4,4.0,3.0,3.0,4.0,4.0,1.0,4.0,3.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,1.0,4.0,1.0,5.0,1.0,5.0,2.0,5.0,4.0,5.0,1.0,5.0,1.0,3.0,1.0,5.0,5.0,5.0,4.0
99,2,4,2,4,3,4,3,5,2,5,4,2,5,1,5,4.0,4.0,4.0,3.0,4.0,1.0,5.0,2.0,5.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,5.0,1.0,5.0,1.0,3.0,1.0,5.0,4.0,4.0,5.0
100,3,2,5,3,4,2,4,3,3,3,4,3,4,4,2,3.0,2.0,2.0,2.0,2.0,1.0,5.0,1.0,5.0,1.0,4.0,1.0,4.0,4.0,4.0,5.0,3.0,5.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0
101,1,4,2,4,2,2,2,4,1,4,3,2,5,1,4,2.0,2.0,2.0,2.0,5.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,5.0,1.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,5.0,2.0,5.0,2.0,4.0,2.0,4.0,5.0,4.0,5.0
102,2,2,5,3,5,2,5,4,3,2,2,5,3,1,2,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,3.0,1.0,4.0,5.0,4.0,1.0,3.0,4.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,2.0,5.0,2.0,4.0,2.0,5.0,4.0,5.0,4.0
103,3,2,4,3,4,2,4,3,4,2,3,3,4,1,4,3.0,2.0,2.0,2.0,1.0,4.0,4.0,1.0,5.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,5.0,2.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,2.0,5.0,1.0,4.0,1.0,4.0,1.0,3.0,4.0
104,3,1,5,4,5,2,3,4,4,2,1,3,2,3,2,2.0,1.0,2.0,2.0,4.0,1.0,4.0,2.0,5.0,1.0,5.0,1.0,5.0,4.0,4.0,2.0,4.0,4.0,1.0,3.0,3.0,3.0,2.0,4.0,3.0,5.0,1.0,5.0,1.0,4.0,1.0,5.0,4.0,5.0,4.0
105,3,3,3,4,4,2,2,3,2,3,4,3,4,2,2,2.0,5.0,4.0,5.0,4.0,1.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,1.0,5.0,2.0,4.0,2.0,4.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,3.0
106,2,5,3,5,2,5,2,5,2,5,4,4,4,2,4,4.0,2.0,2.0,2.0,1.0,2.0,5.0,1.0,5.0,4.0,5.0,3.0,2.0,5.0,4.0,4.0,2.0,5.0,1.0,5.0,2.0,5.0,1.0,5.0,5.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0
107,2,1,4,2,4,2,4,3,2,4,3,3,4,2,4,4.0,4.0,3.0,3.0,3.0,1.0,5.0,1.0,4.0,1.0,4.0,1.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,1.0,5.0,1.0,5.0,1.0,5.0,2.0,4.0,4.0
108,4,2,5,2,3,2,3,4,4,2,4,4,5,2,3,4.0,3.0,2.0,3.0,4.0,1.0,4.0,1.0,4.0,2.0,4.0,2.0,3.0,4.0,4.0,2.0,5.0,5.0,3.0,1.0,4.0,3.0,5.0,3.0,3.0,5.0,2.0,5.0,1.0,3.0,1.0,4.0,5.0,5.0,4.0
109,4,1,4,2,4,3,5,2,5,2,3,3,4,2,5,3.0,3.0,3.0,4.0,4.0,1.0,5.0,2.0,4.0,2.0,4.0,1.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,1.0,4.0,2.0,3.0,2.0,3.0,5.0,2.0,5.0,2.0,4.0,1.0,4.0,5.0,3.0,5.0
110,1,5,1,4,1,4,1,5,2,5,5,5,5,2,4,3.0,4.0,3.0,4.0,4.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,4.0,5.0,2.0,3.0,3.0,5.0,3.0,4.0,5.0,2.0,5.0,2.0,4.0,1.0,4.0,4.0,5.0,4.0
111,2,2,5,4,5,1,3,4,2,3,1,5,2,5,3,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,5.0,1.0,4.0,1.0,3.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,3.0,4.0,3.0,5.0,1.0,2.0,2.0,3.0,3.0,5.0,3.0,4.0,4.0
112,1,3,5,4,4,4,1,3,1,4,4,3,4,2,3,3.0,3.0,3.0,3.0,4.0,2.0,5.0,4.0,4.0,2.0,5.0,2.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,0.0,3.0,4.0,4.0,4.0,1.0,5.0,1.0,5.0,1.0,5.0,4.0,5.0,5.0
113,4,3,1,3,3,1,4,5,3,5,5,1,5,1,1,5.0,5.0,5.0,5.0,4.0,5.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,1.0,3.0,4.0,5.0,3.0,5.0,4.0,3.0,2.0,3.0,3.0,2.0,5.0,1.0,4.0,1.0,3.0,5.0,4.0,5.0
114,4,2,4,3,5,2,4,4,2,2,4,4,4,3,2,3.0,2.0,2.0,2.0,2.0,1.0,5.0,1.0,5.0,1.0,4.0,1.0,4.0,5.0,5.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,4.0,2.0,4.0,2.0,5.0,4.0,4.0,3.0
115,3,4,4,3,3,2,4,3,3,2,4,4,4,4,3,3.0,2.0,2.0,1.0,1.0,1.0,5.0,1.0,3.0,2.0,4.0,1.0,4.0,5.0,5.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,5.0,1.0,5.0,1.0,3.0,1.0,4.0,3.0,4.0,5.0
116,2,3,3,3,3,3,4,4,2,2,0,5,5,2,2,4.0,2.0,0.0,1.0,3.0,1.0,4.0,1.0,4.0,2.0,5.0,2.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0
117,2,4,3,4,4,3,2,3,2,3,5,1,5,1,5,5.0,4.0,5.0,5.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,1.0,0.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,1.0,5.0,4.0,4.0,4.0
118,1,1,1,5,1,1,1,5,5,5,5,1,5,5,5,5.0,5.0,5.0,5.0,5.0,4.0,1.0,1.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,3.0,5.0,1.0,4.0,3.0,1.0,1.0,3.0,1.0,5.0,5.0,5.0,1.0,5.0,4.0,1.0,5.0,1.0
119,3,2,4,2,4,1,3,3,4,2,2,5,1,4,1,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,4.0,5.0,4.0,2.0,3.0,5.0,4.0,1.0,4.0,2.0,5.0,1.0,5.0,2.0,3.0,2.0,5.0,3.0,3.0,3.0
120,2,4,2,4,2,4,1,4,2,5,4,2,5,2,4,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,5.0,1.0,5.0,1.0,5.0,1.0,4.0,5.0,5.0,5.0
121,1,4,2,4,3,4,2,1,2,4,2,4,4,4,2,1.0,1.0,1.0,2.0,1.0,3.0,4.0,2.0,2.0,4.0,3.0,2.0,4.0,3.0,4.0,2.0,2.0,4.0,1.0,4.0,2.0,4.0,1.0,4.0,2.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,3.0
122,4,1,4,4,5,1,5,1,5,2,2,3,3,4,1,1.0,3.0,1.0,2.0,1.0,1.0,5.0,1.0,5.0,1.0,4.0,2.0,4.0,4.0,5.0,5.0,4.0,5.0,1.0,4.0,2.0,4.0,1.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,4.0,5.0,5.0,5.0
123,4,5,4,3,1,1,1,5,4,5,3,4,5,1,5,2.0,1.0,1.0,4.0,2.0,2.0,5.0,3.0,2.0,2.0,5.0,1.0,5.0,4.0,2.0,4.0,1.0,5.0,1.0,2.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,5.0,5.0,4.0,4.0
124,4,2,4,3,4,2,2,3,4,3,4,4,4,3,4,4.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,1.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0
125,1,4,4,3,4,2,3,4,3,2,2,5,3,2,2,1.0,2.0,2.0,2.0,2.0,1.0,5.0,2.0,4.0,2.0,4.0,1.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,5.0,2.0,3.0,4.0,4.0,5.0,2.0,4.0,2.0,4.0,2.0,4.0,3.0,5.0,5.0
126,3,2,4,3,4,2,2,3,3,2,4,3,5,3,3,3.0,3.0,2.0,3.0,4.0,1.0,5.0,1.0,5.0,2.0,4.0,1.0,4.0,4.0,5.0,2.0,4.0,5.0,2.0,1.0,2.0,4.0,2.0,2.0,4.0,5.0,1.0,3.0,2.0,4.0,2.0,5.0,5.0,4.0,4.0
127,1,1,3,2,5,1,5,3,2,2,3,3,5,2,1,4.0,4.0,3.0,3.0,3.0,1.0,5.0,2.0,5.0,1.0,3.0,1.0,5.0,5.0,3.0,1.0,5.0,1.0,4.0,1.0,5.0,4.0,3.0,3.0,4.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,3.0,5.0,4.0
128,1,2,3,5,3,1,2,4,2,3,3,3,3,2,3,3.0,3.0,3.0,3.0,3.0,2.0,5.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,4.0,5.0,5.0,5.0
129,4,1,4,2,5,1,4,3,4,2,2,4,3,2,1,2.0,3.0,3.0,4.0,2.0,1.0,5.0,3.0,4.0,1.0,4.0,1.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,1.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0
130,3,2,5,3,4,1,4,4,3,2,3,5,4,4,3,1.0,1.0,1.0,3.0,1.0,2.0,4.0,2.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,3.0
131,3,4,3,3,3,2,2,5,1,5,2,4,2,4,4,2.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,5.0,1.0,5.0,2.0,4.0,4.0,5.0,5.0,1.0,4.0,1.0,2.0,1.0,5.0,1.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,2.0,4.0,2.0,5.0,3.0
132,2,1,4,3,4,3,2,3,2,4,3,3,4,2,3,3.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,3.0,4.0,4.0,3.0,1.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0
133,3,4,4,3,3,2,3,3,3,3,2,4,4,3,2,3.0,3.0,3.0,4.0,3.0,1.0,4.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0,3.0,3.0,2.0,3.0,4.0,5.0,1.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0
134,2,3,4,3,4,4,4,3,4,3,4,3,4,3,4,5.0,4.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,2.0,5.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0
135,2,2,2,3,4,2,4,5,2,2,4,2,4,1,2,5.0,5.0,5.0,4.0,5.0,1.0,3.0,1.0,4.0,2.0,4.0,3.0,3.0,4.0,5.0,4.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,3.0,5.0,5.0,2.0,5.0,2.0,4.0,1.0,5.0,5.0,5.0,5.0
136,2,2,2,2,2,3,1,2,1,5,3,2,2,1,5,4.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,1.0,4.0,1.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0
137,2,3,2,4,2,2,2,4,2,4,4,3,4,2,4,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,5.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0,4.0,1.0,4.0,1.0,5.0,5.0,4.0,4.0,5.0,4.0
138,1,3,3,2,4,2,2,2,5,3,2,2,5,1,4,3.0,5.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,1.0,5.0,2.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,2.0,4.0,4.0,5.0,1.0,5.0,1.0,4.0,2.0,5.0,5.0,5.0,3.0
139,3,1,2,3,5,2,4,3,3,3,3,2,5,3,3,2.0,5.0,3.0,3.0,2.0,5.0,5.0,3.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,1.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,1.0,4.0,2.0,4.0,3.0
140,3,4,3,5,3,5,2,4,2,4,4,2,4,4,4,3.0,4.0,4.0,3.0,4.0,5.0,0.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,5.0,3.0,4.0
141,3,4,5,4,3,2,5,5,1,4,3,4,2,2,1,1.0,2.0,2.0,2.0,2.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,3.0,5.0,5.0,2.0,1.0,1.0,3.0,2.0,1.0,4.0,4.0,4.0,2.0,3.0,1.0,5.0,1.0,3.0,1.0,4.0,2.0,5.0,3.0
142,4,1,5,2,5,1,0,2,5,3,3,3,4,2,2,3.0,3.0,2.0,3.0,3.0,2.0,5.0,3.0,4.0,2.0,3.0,1.0,4.0,4.0,4.0,1.0,4.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,5.0,1.0,4.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0
143,3,1,4,2,4,2,3,3,4,3,3,3,4,2,2,1.0,4.0,3.0,2.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,2.0,5.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,5.0,1.0,4.0,5.0,3.0,2.0,4.0,1.0,5.0,1.0,5.0,5.0,4.0,5.0
144,1,4,2,5,3,4,4,5,1,5,5,3,5,3,4,4.0,2.0,1.0,4.0,2.0,2.0,4.0,1.0,4.0,2.0,5.0,1.0,4.0,4.0,3.0,4.0,3.0,5.0,2.0,4.0,1.0,5.0,1.0,5.0,5.0,3.0,1.0,4.0,1.0,4.0,4.0,4.0,2.0,5.0,4.0
145,3,3,5,2,5,1,4,2,5,2,1,5,2,1,1,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,4.0,2.0,5.0,1.0,4.0,4.0,5.0,3.0,2.0,4.0,1.0,4.0,2.0,5.0,3.0,2.0,5.0,4.0,2.0,4.0,2.0,5.0,2.0,5.0,3.0,4.0,5.0
146,4,1,5,1,5,1,4,2,3,1,1,1,2,2,1,1.0,1.0,1.0,1.0,1.0,3.0,5.0,2.0,3.0,2.0,3.0,1.0,4.0,3.0,3.0,5.0,1.0,5.0,1.0,4.0,1.0,3.0,1.0,3.0,4.0,0.0,1.0,3.0,1.0,4.0,1.0,5.0,1.0,1.0,4.0
147,1,2,5,4,5,2,5,5,2,2,1,5,2,4,2,1.0,2.0,1.0,1.0,1.0,3.0,5.0,4.0,3.0,2.0,5.0,2.0,5.0,4.0,4.0,2.0,5.0,5.0,3.0,1.0,3.0,3.0,4.0,1.0,3.0,4.0,1.0,3.0,1.0,4.0,1.0,4.0,4.0,4.0,5.0
148,3,1,3,1,5,1,1,1,3,5,3,5,3,5,1,1.0,1.0,3.0,4.0,1.0,1.0,5.0,1.0,3.0,1.0,5.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,1.0,1.0,5.0,3.0,3.0,3.0,3.0,1.0,3.0,5.0,5.0,3.0,1.0,3.0,3.0,5.0,3.0
149,3,1,5,2,5,2,4,3,4,2,4,3,5,3,2,4.0,3.0,4.0,3.0,4.0,1.0,5.0,1.0,5.0,1.0,3.0,1.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,1.0,3.0,2.0,4.0,2.0,4.0,4.0,5.0,5.0
150,3,1,5,3,5,1,5,3,3,2,3,4,3,4,4,3.0,2.0,1.0,0.0,1.0,4.0,5.0,1.0,4.0,1.0,3.0,1.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,5.0,3.0,4.0,3.0,5.0,2.0,4.0,4.0,3.0,4.0
151,4,2,4,2,5,2,4,2,5,2,3,3,4,1,2,2.0,2.0,2.0,2.0,4.0,1.0,5.0,1.0,4.0,2.0,4.0,2.0,5.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,5.0,2.0,3.0,1.0,5.0,2.0,5.0,5.0,3.0,4.0
152,3,4,3,3,2,4,2,4,1,3,1,4,5,3,4,3.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,5.0,2.0,1.0,1.0,2.0,4.0,1.0,3.0,3.0,4.0,1.0,3.0,1.0,4.0,0.0,4.0,2.0,1.0,4.0,1.0,4.0,5.0
153,3,2,4,3,4,4,3,4,2,4,5,3,4,1,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0
154,1,5,1,2,2,1,3,2,4,5,4,2,5,3,3,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,5.0,2.0,4.0,5.0,3.0,5.0,2.0,5.0,1.0,4.0,1.0,4.0,4.0,5.0,5.0,4.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,3.0,5.0
155,3,5,3,3,3,5,1,5,1,5,5,3,5,5,1,1.0,5.0,5.0,5.0,5.0,1.0,3.0,1.0,5.0,3.0,5.0,3.0,5.0,5.0,3.0,5.0,1.0,5.0,3.0,5.0,1.0,4.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,3.0,5.0,5.0,5.0,5.0
156,2,2,2,4,4,3,3,4,2,4,4,3,4,4,1,2.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,4.0,2.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,4.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,1.0,4.0,2.0,4.0,3.0,5.0,4.0
