Date,No.,N / S,C / Rn,C / Rs,C / R,Wolf,                                                       Notes
21 Aug 1859,517,S,,20,,,
21 Aug 1859,518,S,,13,155,112,
25 Aug 1859,513,S,,11,,,
25 Aug 1859,514,S,,11,,,
25 Aug 1859,515,N,11,,,,
25 Aug 1859,516,N,13,,,,
25 Aug 1859,517,S,,16,,,
25 Aug 1859,518,S,,16,,,
25 Aug 1859,519,N,11,,,,
25 Aug 1859,520,N,18,,107,145,
28 Aug 1859,518,S,,14,,,
28 Aug 1859,516,N,11,,,,
28 Aug 1859,519,N,13,,,,
28 Aug 1859,522,S,,11,,,No sequence.  C erroneously notes it as being observed only once. V. close to limb today.
28 Aug 1859,520,N,26,,75,108,
,,,,,,,"Rn = 57.9, Rs = 41.6, R = 99.4.  "
1 Sep 1859,520,N,49,,,,520 is site of Carrington-Hodgson event.
1 Sep 1859,521,S,,12,,,
1 Sep 1859,522,S,,22,,,Drawing on rotation chart must represent today's observation (see earlier entry for 522).
1 Sep 1859,524,S,,14,,,
1 Sep 1859,523,N,11,,,,
1 Sep 1859,525,N,11,,119,147,525 not on drawing.
11 Sep 1859,526,S,,27,,,
11 Sep 1859,524,S,,11,,,524 not on drawing.
11 Sep 1859,529,S,,18,,,
11 Sep 1859,527,N,12,,,,
11 Sep 1859,525,N,11,,,,On drawing (see 1 Sep).
11 Sep 1859,528,N,15,,,,
11 Sep 1859,531,N,21,,,,
11 Sep 1859,530,N,14,,129,107,524 and 525 very close to limb - missed by W?
15 Sep 1859,529,S,,17,,,
15 Sep 1859,528,N,16,,,,
15 Sep 1859,531,N,22,,,,
15 Sep 1859,530,N,15,,,,
15 Sep 1859,533,N,15,,,,
15 Sep 1859,535,N,11,,96,64,
18 Sep 1859,529,S,,11,,,529 on limb - today's drawing absent from sequence.
18 Sep 1859,532,S,,11,,,
18 Sep 1859,536,S,,11,,,
18 Sep 1859,531,N,12,,,,
18 Sep 1859,530,N,16,,,,
18 Sep 1859,533,N,18,,,,
18 Sep 1859,534,N,18,,,,
18 Sep 1859,535,N,11,,108,75,
29 Sep 1859,538,N,15,,,,
29 Sep 1859,539,N,12,,,,
29 Sep 1859,537,S,,11,,,
29 Sep 1859,540,S,,13,,,
29 Sep 1859,542,S,,11,,,
29 Sep 1859,541,S,,12,,,
29 Sep 1859,543,S,,26,,,
29 Sep 1859,547,S,,11,111,134,547 on limb - today's drawing absent from sequence.
,,,,,,,"Rn = 65.0, Rs = 47.6, R = 112.6."
6 Oct 1859,542,S,,22,,,"No drawing, v. close to limb, two measurements."
6 Oct 1859,543,S,,19,,,
6 Oct 1859,544,S,,22,,,"No drawing, but two measurements."
6 Oct 1859,546,S,,12,,,
6 Oct 1859,547,S,,13,,,
6 Oct 1859,545,N,25,,,,
6 Oct 1859,549,S,,18,,,
6 Oct 1859,548,N,12,,,,
6 Oct 1859,550,N,11,,154,127,
9 Oct 1859,544,S,,11,,,"No drawing, on limb, one measurement."
9 Oct 1859,546,S,,11,,,
9 Oct 1859,545,N,11,,,,
9 Oct 1859,547,S,,15,,,
9 Oct 1859,549,S,,29,,,
9 Oct 1859,548,N,11,,,,
9 Oct 1859,550,N,13,,,,
9 Oct 1859,551,N,14,,,,
9 Oct 1859,553,N,19,,134,131,"Coming on to disc. No series of drawings, although observed more than once."
20 Oct 1859,552,S,,11,,,On limb.
20 Oct 1859,553,N,11,,,,See entry for 9 Oct.
20 Oct 1859,551,N,12,,,,
20 Oct 1859,554,S,,12,,,
20 Oct 1859,556,S,,16,,,
20 Oct 1859,558,S,,13,,,
20 Oct 1859,555,N,29,,,,
20 Oct 1859,557,N,12,,116,121,
,,,,,,,"Rn = 60.0, Rs = 74.7, R = 134.7."
3 Nov 1859,559,N,11,,,,
3 Nov 1859,561,N,11,,,,
3 Nov 1859,560,S,,28,,,
3 Nov 1859,562,S,,14,,,
3 Nov 1859,563,S,,22,,,
3 Nov 1859,564,S,,11,,,
3 Nov 1859,565,S,,17,,,
3 Nov 1859,568,S,,11,125,112,
10 Nov 1859,564,S,,11,,,
10 Nov 1859,565,S,,18,,,
10 Nov 1859,566,S,,11,,,
10 Nov 1859,568,S,,22,,,
10 Nov 1859,[567,S,,,,,"Same long. as 568, but different lat. C rejected result. Cf. note for 13 Nov. below.]"
10 Nov 1859,570,S,,15,,,
10 Nov 1859,569,N,11,,,,
10 Nov 1859,571,S,,14,,,
10 Nov 1859,573,N,11,,113,119,V. close to limb.
13 Nov 1859,566,S,,11,,,
13 Nov 1859,565,S,,11,,,
13 Nov 1859,568,S,,15,,,
13 Nov 1859,[567,S,,,,,"C: divergence between two obs. ""vitiates the result"".Cf. note for 10 Nov. above.]"
13 Nov 1859,570,S,,20,,,
13 Nov 1859,571,S,,16,,,
13 Nov 1859,569,N,12,,,,
13 Nov 1859,573,N,15,,,,
13 Nov 1859,574,S,,12,,,
13 Nov 1859,575,S,,11,123,117,
17 Nov 1859,570,S,,11,,,
17 Nov 1859,571,S,,12,,,
17 Nov 1859,573,N,17,,,,
17 Nov 1859,575,S,,11,,,
17 Nov 1859,578,S,,12,,,
17 Nov 1859,579,S,,15,,,
17 Nov 1859,577,N,11,,89,67,
20 Nov 1859,572,S,,14,,,
20 Nov 1859,573,N,17,,,,
20 Nov 1859,575,S,,11,,,
20 Nov 1859,577,N,11,,,,
20 Nov 1859,579,S,,20,,,
20 Nov 1859,580,S,,12,,,"No drawing series, although observed more than once."
20 Nov 1859,583,S,,19,,,
20 Nov 1859,581,N,14,,,,
20 Nov 1859,582,N,11,,129,110,
24 Nov 1859,575,S,,11,,,
24 Nov 1859,579,S,,27,,,
24 Nov 1859,576,N,11,,,,
24 Nov 1859,580,S,,17,,,
24 Nov 1859,581,N,19,,,,
24 Nov 1859,582,N,11,,,,
24 Nov 1859,583,S,,26,,,
24 Nov 1859,584,S,,12,134,116,
27 Nov 1859,581,N,14,,,,
27 Nov 1859,582,N,11,,,,
27 Nov 1859,583,S,,13,,,
27 Nov 1859,584,S,,11,,,
27 Nov 1859,585,N,13,,62,52,
,,,,,,,"Rn = 33.0, Rs = 77.7, R = 110.7. "
11 Dec 1859,586,S,,11,,,
11 Dec 1859,587,S,,14,,,
11 Dec 1859,590,S,,25,,,
11 Dec 1859,588/9,N,25,,,,
11 Dec 1859,592,N,11,,,,
11 Dec 1859,595,S,,11,97,91,
15 Dec 1859,590,S,,13,,,
15 Dec 1859,588/9,N,23,,,,
15 Dec 1859,591/2,N,31,,,,"C: ""Should probably be counted as two groups""."
15 Dec 1859,596,S,,13,,,
15 Dec 1859,595,S,,11,,,
15 Dec 1859,597,S,,11,,,
15 Dec 1859,598,N,11,,113,100,
18 Dec 1859,592,N,11,,,,
18 Dec 1859,593,N,11,,,,
18 Dec 1859,594,N,22,,,,
18 Dec 1859,595,S,,11,,,
18 Dec 1859,597,S,,12,,,
18 Dec 1859,598,N,11,,,,
18 Dec 1859,599,S,,11,89,77,C notes that 599 and 600 comprise two groups. Today's drawing shows 599 only.
22 Dec 1859,595,S,,11,,,
22 Dec 1859,597,S,,11,,,
22 Dec 1859,598,N,11,,,,
22 Dec 1859,599/0,S,,43,,,See note for 18 December. Today's drawing shows both groups.
22 Dec 1859,601,S,,11,87,61,
27 Dec 1859,598,N,11,,,,
27 Dec 1859,599/0,S,,37,,,See note for 22 Dec 1859.
27 Dec 1859,601,S,,11,,,
27 Dec 1859,603,S,,14,,,Only 603 shown on today's drawing.
27 Dec 1859,602,N,14,,87,70,
,,,,,,,"Rn = 38.4, Rs = 56.2, R = 94.6."
2 Jan 1860,601,S,,11,,,
2 Jan 1860,603/4,S,,35,,,Two groups (603 and 604) shown on today's sequence drawing.
2 Jan 1860,605,S,,12,,,
2 Jan 1860,607,S,,15,,,
2 Jan 1860,609,S,,17,,,
2 Jan 1860,606,N,21,,,,"Observed twice (see 7 Jan), but no drawing sequence. Assumed not to have changed."
2 Jan 1860,608,N,11,,,,
2 Jan 1860,610,S,,11,133,101,
7 Jan 1860,604,S,,17,,,Only 604 shown on today's drawing.
7 Jan 1860,607,S,,12,,,
7 Jan 1860,606,N,21,,,,"Observed twice (see 2 Jan), but no drawing sequence. Assumed not to have changed."
7 Jan 1860,608,N,13,,,,Drawing shows what may be two distinct groups.
7 Jan 1860,611,S,,12,,,
7 Jan 1860,612,N,12,,87,55,
11 Jan 1860,610,S,,14,,,No drawing sequence.
11 Jan 1860,611,S,,17,,,
11 Jan 1860,612,N,19,,,,
11 Jan 1860,614,S,,12,,,
11 Jan 1860,613,S,,12,74,74,
16 Jan 1860,612,N,11,,,,
16 Jan 1860,613,S,,14,,,
16 Jan 1860,616,S,,22,,,
16 Jan 1860,619,S,,11,,,
16 Jan 1860,618,N,11,,69,71,
17 Jan 1860,612,N,11,,,,
17 Jan 1860,613,S,,12,,,
17 Jan 1860,616,S,,14,,,
17 Jan 1860,619,S,,12,,,
17 Jan 1860,618,N,16,,,,
17 Jan 1860,617,N,19,,84,84,
19 Jan 1860,615,S,,11,,,
19 Jan 1860,616,S,,11,,,
19 Jan 1860,619,S,,11,,,
19 Jan 1860,618,N,19,,,,
19 Jan 1860,617,N,35,,,,
19 Jan 1860,622,S,,19,106,85,
22 Jan 1860,619,S,,12,,,
22 Jan 1860,618,N,12,,,,
22 Jan 1860,617,N,25,,,,
22 Jan 1860,620,N,11,,,,
22 Jan 1860,622,S,,12,72,81,
23 Jan 1860,619,S,,11,,,
23 Jan 1860,621,S,,11,,,
23 Jan 1860,618,N,12,,,,
23 Jan 1860,617,N,24,,,,
23 Jan 1860,620,N,11,,,,
23 Jan 1860,622,S,,15,,,
23 Jan 1860,627,S,,25,,,No drawing sequence for 627. I have used a count derived from the rotation plot.
23 Jan 1860,626,N,14,,123,108,
24 Jan 1860,619,S,,11,,,
24 Jan 1860,618,N,12,,,,
24 Jan 1860,617,N,18,,,,
24 Jan 1860,623,S,,13,,,
24 Jan 1860,622,S,,26,,,
24 Jan 1860,627,S,,25,,,See note for 23 Jan.
24 Jan 1860,626,N,15,,120,100,
28 Jan 1860,623,S,,11,,,
28 Jan 1860,622,S,,13,,,
28 Jan 1860,625,N,11,,,,
28 Jan 1860,627,S,,25,,,See above notes.
28 Jan 1860,629,N,15,,,,
28 Jan 1860,630,N,24,,99,60,
30 Jan 1860,624,S,,11,,,
30 Jan 1860,626,N,12,,,,
30 Jan 1860,627,S,,25,,,See above notes.
30 Jan 1860,628,N,18,,,,
30 Jan 1860,629,N,27,,,,
30 Jan 1860,630,N,24,,,,
30 Jan 1860,632,N,11,,128,97,
,,,,,,,"Rn = 46.8, Rs = 52.7, R = 99.5."
1 Feb 1860,627,S,,25,,,See Jan notes for this group.
1 Feb 1860,628,N,14,,,,
1 Feb 1860,629,N,26,,,,
1 Feb 1860,631,S,,18,,,
1 Feb 1860,630,N,37,,,,
1 Feb 1860,634,S,,14,,,
1 Feb 1860,632,N,11,,145,109,
2 Feb 1860,627,S,,25,,,See above.
2 Feb 1860,628,N,14,,,,
2 Feb 1860,629,N,24,,,,
2 Feb 1860,631,S,,18,,,
2 Feb 1860,630,N,36,,,,
2 Feb 1860,632,N,11,,,,
2 Feb 1860,635,N,14,,,,
2 Feb 1860,640,S,,11,153,110,
6 Feb 1860,631,S,,16,,,
6 Feb 1860,633,S,,19,,,
6 Feb 1860,629,N,14,,,,
6 Feb 1860,630,N,15,,,,
6 Feb 1860,636,N,21,,,,
6 Feb 1860,638,N,12,,,,
6 Feb 1860,640,S,,40,,,
6 Feb 1860,641,N,31,,168,165,"C's note: ""probably two groups"". His drawings appear to show a single group."
9 Feb 1860,637,S,,13,,,
9 Feb 1860,636,N,12,,,,
9 Feb 1860,640,S,,51,,,
9 Feb 1860,641,N,31,,,,See note above.
9 Feb 1860,643,S,,12,,,
9 Feb 1860,644,S,,12,131,52,
12 Feb 1860,640,S,,41,,,
12 Feb 1860,639,N,11,,,,
12 Feb 1860,641,N,41,,,,See note above.
12 Feb 1860,646,N,16,,109,103,
13 Feb 1860,640,S,,36,,,
13 Feb 1860,641,N,40,,,,See note above.
13 Feb 1860,645,N,16,,,,
13 Feb 1860,646,N,28,,,,
13 Feb 1860,647,S,,16,136,85,"C's note: ""two distinct groups"". His drawings appear to show a single group."
15 Feb 1860,640,S,,11,,,No drawing for this date and only one measured position.
15 Feb 1860,641,N,11,,,,
15 Feb 1860,642,N,12,,,,No drawing sequence. One measured position but two spots on rotation chart.
15 Feb 1860,646,N,18,,,,
15 Feb 1860,645,N,20,,,,
15 Feb 1860,647,S,,17,89,67,See above (13 Feb).
17 Feb 1860,642,N,12,,,,See note for this group above (15 Feb).
17 Feb 1860,646,N,33,,,,
17 Feb 1860,645,N,27,,,,
17 Feb 1860,647,S,,13,85,83,
20 Feb 1860,646,N,27,,,,
20 Feb 1860,647,S,,13,,,
20 Feb 1860,645,N,18,,,,
20 Feb 1860,650,S,,11,,,
20 Feb 1860,649,S,,11,80,61,
22 Feb 1860,647,S,,11,,,
22 Feb 1860,648,N,21,,,,
22 Feb 1860,649,S,,11,,,
22 Feb 1860,650,S,,12,55,56,
23 Feb 1860,648,N,30,,,,
23 Feb 1860,649,S,,15,,,
23 Feb 1860,650,S,,11,56,49,
24 Feb 1860,648,N,25,,,,
24 Feb 1860,649,S,,18,,,
24 Feb 1860,650,S,,11,,,
24 Feb 1860,651,S,,12,66,49,
27 Feb 1860,648,N,19,,,,
27 Feb 1860,649,S,,18,,,
27 Feb 1860,650,S,,11,,,
27 Feb 1860,651,S,,17,,,
27 Feb 1860,653,S,,11,,,
27 Feb 1860,652/4,N,34,,110,109,Counted as one large group (so depicted in C's drawing sequence).
29 Feb 1860,649,S,,13,,,
29 Feb 1860,650,S,,11,,,
29 Feb 1860,651,S,,23,,,
29 Feb 1860,652/4,N,39,,,,
29 Feb 1860,653,S,,14,100,59,
,,,,,,,"Rn = 58.6, Rs = 47.3, R = 105.9."
1 Mar 1860,649,S,,11,,,
1 Mar 1860,650,S,,11,,,
1 Mar 1860,651,S,,19,,,
1 Mar 1860,653,S,,11,,,
1 Mar 1860,652/4,N,33,,,,See earlier note for this group.
1 Mar 1860,656,S,,13,,,
1 Mar 1860,655,N,11,,109,115,
2 Mar 1860,649,S,,11,,,
2 Mar 1860,650,S,,11,,,
2 Mar 1860,651,S,,26,,,
2 Mar 1860,652/4,N,42,,,,See earlier notes for this group
2 Mar 1860,656,S,,15,,,
2 Mar 1860,655,N,12,,117,111,
5 Mar 1860,651,S,,14,,,
5 Mar 1860,653,S,,11,,,
5 Mar 1860,652/4,N,31,,,,See earlier notes for this group
5 Mar 1860,656,S,,13,,,
5 Mar 1860,655,N,16,,,,
5 Mar 1860,659,S,,11,,,
5 Mar 1860,658,N,12,,108,93,
6 Mar 1860,651,S,,17,,,
6 Mar 1860,653,S,,11,,,
6 Mar 1860,652/4,N,25,,,,See earlier notes for this group
6 Mar 1860,656,S,,13,,,
6 Mar 1860,655,N,16,,,,
6 Mar 1860,659,S,,11,,,
6 Mar 1860,658,N,11,,,,
6 Mar 1860,661,N,13,,117,107,
8 Mar 1860,653,S,,12,,,
8 Mar 1860,652/4,N,12,,,,See earlier notes for this group
8 Mar 1860,656,S,,14,,,
8 Mar 1860,655,N,29,,,,
8 Mar 1860,657,S,,14,,,
8 Mar 1860,660,S,,11,,,
8 Mar 1860,659,S,,13,,,
8 Mar 1860,658,N,11,,,,
8 Mar 1860,661,N,17,,,,
8 Mar 1860,663,N,14,,,,
8 Mar 1860,664,S,,13,160,109,
10 Mar 1860,656,S,,25,,,
10 Mar 1860,655,N,18,,,,
10 Mar 1860,657,S,,13,,,
10 Mar 1860,658,N,12,,,,
10 Mar 1860,660,S,,11,,,
10 Mar 1860,661,N,16,,,,
10 Mar 1860,664,S,,22,,,
10 Mar 1860,663,N,22,,139,131,
13 Mar 1860,656,S,,15,,,
13 Mar 1860,658,N,12,,,,
13 Mar 1860,661,N,14,,,,
13 Mar 1860,664,S,,16,,,
13 Mar 1860,663,N,23,,,,
13 Mar 1860,669,S,,12,,,Not shown on rotation chart. Two measures.
13 Mar 1860,667,N,16,,108,110,
15 Mar 1860,659,S,,11,,,
15 Mar 1860,658,N,12,,,,
15 Mar 1860,663,N,16,,,,
15 Mar 1860,664,S,,17,,,
15 Mar 1860,667,N,15,,,,
15 Mar 1860,666,N,11,,,,
15 Mar 1860,670,N,11,,93,92,
18 Mar 1860,662,S,,12,,,
18 Mar 1860,664,S,,13,,,
18 Mar 1860,665,S,,11,,,
18 Mar 1860,666,N,14,,,,
18 Mar 1860,669,S,,12,,,Curiously depicted in rotation chart.
18 Mar 1860,670,N,11,,73,85,
22 Mar 1860,668,S,,13,,,No drawing sequence. Rotation chart shows 3 spots. Two measures.
22 Mar 1860,670,N,11,,,,
22 Mar 1860,671,N,11,,,,
22 Mar 1860,673,N,13,,,,
22 Mar 1860,674,S,,11,59,54,
24 Mar 1860,670,N,20,,,,
24 Mar 1860,672,S,,12,,,
24 Mar 1860,671,N,12,,,,"C: ""A plain dot observed four times"". Two measures today, however."
24 Mar 1860,673,N,11,,,,
24 Mar 1860,674,S,,11,,,
24 Mar 1860,677,S,,11,,,
24 Mar 1860,675,N,17,,94,60,
25 Mar 1860,670,N,13,,,,
25 Mar 1860,672,S,,17,,,
25 Mar 1860,671,N,11,,,,
25 Mar 1860,673,N,13,,,,
25 Mar 1860,674,S,,14,,,
25 Mar 1860,679,S,,11,,,
25 Mar 1860,677,S,,11,,,
25 Mar 1860,675,N,19,,,,
25 Mar 1860,678,N,11,,120,111,
26 Mar 1860,670,N,11,,,,
26 Mar 1860,672,S,,16,,,
26 Mar 1860,671,N,11,,,,
26 Mar 1860,673,N,11,,,,
26 Mar 1860,674,S,,13,,,
26 Mar 1860,679,S,,14,,,
26 Mar 1860,675,N,24,,,,
26 Mar 1860,677,S,,11,,,
26 Mar 1860,678,N,13,,124,154,
29 Mar 1860,672,S,,14,,,
29 Mar 1860,673,N,17,,,,
29 Mar 1860,674,S,,13,,,
29 Mar 1860,675,N,23,,,,
29 Mar 1860,676,N,11,,,,
29 Mar 1860,679,S,,14,,,
29 Mar 1860,678,N,11,,103,102,Excellent agreement.
,,,,,,,"Rn = 58.7, Rs = 50.1, R = 108.8."
1 Apr 1860,674,S,,12,,,
1 Apr 1860,675,N,20,,,,
1 Apr 1860,679,S,,14,,,
1 Apr 1860,677,S,,19,,,
1 Apr 1860,680,N,12,,,,
1 Apr 1860,683,S,,16,93,103,
3 Apr 1860,679,S,,15,,,
3 Apr 1860,677,S,,18,,,
3 Apr 1860,675,N,14,,,,
3 Apr 1860,681,S,,11,,,"C: ""Mere dots"". Single measure today (cf 6 Apr)."
3 Apr 1860,683,S,,13,71,76,
4 Apr 1860,679,S,,13,,,
4 Apr 1860,677,S,,14,,,
4 Apr 1860,675,N,11,,,,"Not shown in sequence, but single measure today."
4 Apr 1860,683,S,,15,,,
4 Apr 1860,684,S,,12,,,"No sequence. Single measure today, but rotation chart shows 2 spots."
4 Apr 1860,687,N,11,,,,
4 Apr 1860,686,S,,11,87,50,
6 Apr 1860,681,S,,12,,,Two measures today (cf 3 Apr).
6 Apr 1860,683,S,,14,,,
6 Apr 1860,687,N,11,,,,
6 Apr 1860,688,S,,11,48,71,
7 Apr 1860,683,S,,12,,,
7 Apr 1860,685,N,12,,,,
7 Apr 1860,687,N,14,,,,
7 Apr 1860,688,S,,12,,,
7 Apr 1860,689/91,N,14,,64,83,
9 Apr 1860,682,N,12,,,,
9 Apr 1860,685,N,12,,,,
9 Apr 1860,687,N,21,,,,
9 Apr 1860,688,S,,18,,,
9 Apr 1860,689/91,N,17,,,,
9 Apr 1860,690,N,12,,92,94,
10 Apr 1860,682,N,11,,,,No sequence. One measure today.
10 Apr 1860,685,N,13,,,,
10 Apr 1860,687,N,19,,,,
10 Apr 1860,688,S,,15,,,
10 Apr 1860,689/91,N,19,,,,
10 Apr 1860,690,N,12,,89,64,
15 Apr 1860,687,N,12,,,,
15 Apr 1860,688,S,,13,,,
15 Apr 1860,689/91,N,17,,,,
15 Apr 1860,692,N,11,,,,
15 Apr 1860,696,S,,15,,,
15 Apr 1860,697,N,15,,83,94,
16 Apr 1860,688,S,,13,,,
16 Apr 1860,687,N,12,,,,
16 Apr 1860,689/91,N,12,,,,
16 Apr 1860,692,N,11,,,,
16 Apr 1860,696,S,,17,,,
16 Apr 1860,695,S,,13,,,
16 Apr 1860,697,N,14,,92,104,
17 Apr 1860,689/91,N,11,,,,
17 Apr 1860,692,N,11,,,,
17 Apr 1860,695,S,,12,,,
17 Apr 1860,696,S,,22,,,
17 Apr 1860,697,N,19,,75,85,
18 Apr 1860,689/91,N,11,,,,
18 Apr 1860,692,N,11,,,,
18 Apr 1860,696,S,,18,,,
18 Apr 1860,695,S,,18,,,
18 Apr 1860,697,N,22,,,,
18 Apr 1860,698,S,,11,91,97,
21 Apr 1860,693,S,,12,,,
21 Apr 1860,694,S,,11,,,
21 Apr 1860,695,S,,16,,,
21 Apr 1860,696,S,,15,,,
21 Apr 1860,697,N,16,,,,
21 Apr 1860,698,S,,12,82,45,"No sequence, but two measures."
22 Apr 1860,693,S,,12,,,
22 Apr 1860,697,N,14,,,,
22 Apr 1860,700,N,11,,37,60,
25 Apr 1860,696,S,,12,,,
25 Apr 1860,697,N,13,,,,
25 Apr 1860,699,N,12,,,,"No sequence. One measure, but rotation chart shows 2 spots."
25 Apr 1860,700,N,13,,,,
25 Apr 1860,701/4,S,,32,82,76,Two groups.
28 Apr 1860,701/4,S,,37,,,See note for 25 April.
28 Apr 1860,707,N,17,,54,52,
29 Apr 1860,701/4,S,,32,,,See note for 25 April.
29 Apr 1860,703,N,12,,,,
29 Apr 1860,705,N,12,,,,
29 Apr 1860,707,N,14,,70,73,
30 Apr 1860,701/4,S,,33,,,See note for 25 April.
30 Apr 1860,703,N,12,,,,
30 Apr 1860,705,N,11,,,,
30 Apr 1860,707,N,16,,72,69,
,,,,,,,"Rn = 37.0, Rs = 38.4, R = 75.4."
1 May 1860,700,N,11,,,,"No drawing for today on sequence, but single measure."
1 May 1860,701/4,S,,30,,,See note for 25 April.
1 May 1860,702,S,,11,,,
1 May 1860,706,N,12,,,,
1 May 1860,705,N,11,,,,
1 May 1860,707,N,18,,93,37,
2 May 1860,701/4,S,,33,,,See note for 25 April.
2 May 1860,702,S,,12,,,
2 May 1860,706,N,19,,,,
2 May 1860,707,N,30,,,,
2 May 1860,709,N,14,,,,
2 May 1860,710,S,,16,124,94,
3 May 1860,701/4,S,,26,,,See note for 25 April.
3 May 1860,702,S,,11,,,
3 May 1860,706,N,15,,,,
3 May 1860,707,N,22,,,,
3 May 1860,708,N,18,,,,
3 May 1860,709,N,14,,,,
3 May 1860,710,S,,16,122,162,Large discrepancy today and tomorrow due to C omitting 705?
4 May 1860,701/4,S,,25,,,See note for 25 April.
4 May 1860,706,N,20,,,,
4 May 1860,707,N,19,,,,
4 May 1860,709,N,14,,,,
4 May 1860,708,N,23,,,,
4 May 1860,710,S,,18,119,147,See yesterday's note above.
5 May 1860,701/4,S,,11,,,Only one group (704) on today's sequence drawing. Very close to limb.
5 May 1860,705,N,14,,,,
5 May 1860,707,N,17,,,,
5 May 1860,706,N,19,,,,
5 May 1860,708,N,25,,,,
5 May 1860,709,N,17,,,,
5 May 1860,710,S,,18,,,
5 May 1860,712,N,12,,,,
5 May 1860,711,N,16,,149,131,
6 May 1860,705,N,13,,,,
6 May 1860,707,N,14,,,,
6 May 1860,706,N,17,,,,
6 May 1860,708,N,18,,,,
6 May 1860,709,N,20,,,,
6 May 1860,710,S,,15,,,
6 May 1860,711,N,16,,,,
6 May 1860,712,N,11,,124,152,
7 May 1860,705,N,12,,,,
7 May 1860,707,N,12,,,,
7 May 1860,706,N,15,,,,
7 May 1860,708,N,18,,,,
7 May 1860,709,N,19,,,,
7 May 1860,710,S,,22,,,
7 May 1860,711,N,21,,,,
7 May 1860,712,N,13,,132,135,
9 May 1860,708,N,17,,,,
9 May 1860,709,N,12,,,,
9 May 1860,710,S,,21,,,
9 May 1860,711,N,30,,,,
9 May 1860,712,N,17,,,,
9 May 1860,714,S,,11,,,
9 May 1860,716,S,,11,,,
9 May 1860,715,N,12,,131,97,
13 May 1860,710,S,,13,,,
13 May 1860,713,S,,11,,,
13 May 1860,712,N,15,,,,
13 May 1860,711,N,12,,,,
13 May 1860,714,S,,19,,,
13 May 1860,715,N,13,,,,
13 May 1860,716,S,,14,,,
13 May 1860,717,S,,13,110,99,
15 May 1860,714,S,,14,,,
15 May 1860,712,N,12,,,,
15 May 1860,711,N,12,,,,
15 May 1860,715,N,17,,,,
15 May 1860,716,S,,12,,,
15 May 1860,717,S,,18,,,
15 May 1860,718,S,,11,96,96,Excellent agreement.
20 May 1860,717,S,,13,,,
20 May 1860,718,S,,20,,,
20 May 1860,719,S,,15,,,
20 May 1860,721,S,,14,,,
20 May 1860,720,N,11,,,,
20 May 1860,722,N,12,,85,84,Excellent agreement.
21 May 1860,717,S,,13,,,
21 May 1860,718,S,,17,,,
21 May 1860,719,S,,14,,,
21 May 1860,721,S,,13,,,
21 May 1860,724,S,,12,,,
21 May 1860,720,N,11,,,,
21 May 1860,722,N,12,,,,
21 May 1860,723,N,11,,103,74,
22 May 1860,717,S,,13,,,
22 May 1860,718,S,,15,,,
22 May 1860,719,S,,16,,,
22 May 1860,721,S,,17,,,
22 May 1860,720,N,11,,,,
22 May 1860,722,N,16,,,,
22 May 1860,724,S,,12,,,
22 May 1860,723,N,11,,,,
22 May 1860,725,N,11,,122,109,
23 May 1860,717,S,,13,,,
23 May 1860,718,S,,12,,,
23 May 1860,719,S,,23,,,
23 May 1860,721,S,,28,,,
23 May 1860,720,N,11,,,,
23 May 1860,722,N,16,,,,
23 May 1860,724,S,,15,,,
23 May 1860,726,S,,12,,,
23 May 1860,723,N,11,,,,
23 May 1860,725,N,11,,152,128,
24 May 1860,718,S,,11,,,
24 May 1860,719,S,,15,,,
24 May 1860,721,S,,33,,,
24 May 1860,720,N,11,,,,
24 May 1860,722,N,11,,,,
24 May 1860,723,N,11,,,,
24 May 1860,724,S,,17,,,
24 May 1860,725,N,11,,,,
24 May 1860,726,S,,16,136,129,
27 May 1860,719,S,,15,,,
27 May 1860,721,S,,17,,,
27 May 1860,723,N,15,,,,
27 May 1860,725,N,11,,,,
27 May 1860,726,S,,32,,,
27 May 1860,728,S,,11,,,
27 May 1860,727,N,17,,118,114,
30 May 1860,721,S,,11,,,
30 May 1860,725,N,11,,,,
30 May 1860,726,S,,26,,,
30 May 1860,728,S,,11,,,
30 May 1860,727,N,13,,,,
30 May 1860,730,S,,12,84,84,Excellent agreement.
,,,,,,,"Rn = 60.8, Rs = 56.8, R = 117.6."
5 Jun 1860,729,N,11,,,,
5 Jun 1860,730,S,,39,,,
5 Jun 1860,731/2,N,30,,,,
5 Jun 1860,734,S,,13,,,
5 Jun 1860,736,S,,12,,,
5 Jun 1860,733,N,19,,124,109,
6 Jun 1860,730,S,,22,,,
6 Jun 1860,729,N,13,,,,
6 Jun 1860,731/2,N,26,,,,
6 Jun 1860,734,S,,12,,,
6 Jun 1860,733,N,18,,,,
6 Jun 1860,736,S,,12,103,111,
8 Jun 1860,730,S,,19,,,
8 Jun 1860,731/2,N,25,,,,
8 Jun 1860,733,N,14,,,,
8 Jun 1860,736,S,,13,,,
8 Jun 1860,735,N,14,,85,104,
10 Jun 1860,731/2,N,16,,,,
10 Jun 1860,733,N,13,,,,
10 Jun 1860,736,S,,11,,,
10 Jun 1860,735,N,11,,,,
10 Jun 1860,738,S,,15,66,33,
11 Jun 1860,731/2,N,15,,,,
11 Jun 1860,733,N,13,,,,
11 Jun 1860,735,N,11,,,,
11 Jun 1860,736,S,,13,,,
